Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
RespondedExistence(01_HOOFD_110_2:01_HOOFD_030_2),0.002,0.94974875,0.99285716,0.043108404,In variant 2 it is 4.3108406% more likely than variant1 that if [01_HOOFD_110_2] occurs: also [01_HOOFD_030_2] occurs. 
AtMostOne(01_HOOFD_510_2),0.001,0.99555063,0.9525223,0.043028355,In variant 1 it is 4.3028355% more likely than variant2 that [01_HOOFD_510_2] may occur at most one time in a process instance. 
RespondedExistence(01_HOOFD_495:01_HOOFD_030_1),0.001,0.9526387,0.9944954,0.041856706,In variant 2 it is 4.185671% more likely than variant1 that if [01_HOOFD_495] occurs: also [01_HOOFD_030_1] occurs. 
NotSuccession(01_HOOFD_050:01_HOOFD_015),0.001,0.9799833,0.93968636,0.04029697,In variant 1 it is 4.0296974% more likely than variant2 that [01_HOOFD_050] is not followed by [01_HOOFD_015] and [01_HOOFD_015] is not preceded by [01_HOOFD_050]. 
AlternatePrecedence(01_HOOFD_010:01_HOOFD_490_3),0.001,0.9958678,0.95581394,0.040053844,In variant 1 it is 4.0053844% more likely than variant2 that if [01_HOOFD_490_3] occurs: [01_HOOFD_010] occurred before it without any other occurrence of [01_HOOFD_490_3] in between. 
NotCoExistence(01_HOOFD_492_1:01_HOOFD_101b),0.001,0.96,1,0.04000002,In variant 2 it is 4.000002% more likely than variant1 that [01_HOOFD_492_1] and [01_HOOFD_101b] do not occur in together in the same process instance. 
NotCoExistence(01_HOOFD_101b:01_HOOFD_492_2),0.001,0.96,1,0.04000002,In variant 2 it is 4.000002% more likely than variant1 that [01_HOOFD_101b] and [01_HOOFD_492_2] do not occur in together in the same process instance. 
NotSuccession(01_HOOFD_480:01_HOOFD_061),0.001,0.990835,0.9512195,0.039615512,In variant 1 it is 3.9615512% more likely than variant2 that [01_HOOFD_480] is not followed by [01_HOOFD_061] and [01_HOOFD_061] is not preceded by [01_HOOFD_480]. 
RespondedExistence(02_DRZ_010:01_HOOFD_030_1),0.001,0.9503817,0.9896552,0.0392735,In variant 2 it is 3.92735% more likely than variant1 that if [02_DRZ_010] occurs: also [01_HOOFD_030_1] occurs. 
NotCoExistence(01_HOOFD_490_5:01_HOOFD_530),0.001,0.96153843,1,0.038461566,In variant 2 it is 3.8461566% more likely than variant1 that [01_HOOFD_490_5] and [01_HOOFD_530] do not occur in together in the same process instance. 
AlternateResponse(01_HOOFD_011:01_HOOFD_030_1),0.005,0.93828714,0.9762712,0.037984073,In variant 2 it is 3.7984073% more likely than variant1 that if [01_HOOFD_011] occurs: [01_HOOFD_030_1] will occur afterwards without any other occurrence of [01_HOOFD_011] in between. 
RespondedExistence(01_HOOFD_011:01_HOOFD_030_1),0.005,0.93828714,0.9762712,0.037984073,In variant 2 it is 3.7984073% more likely than variant1 that if [01_HOOFD_011] occurs: also [01_HOOFD_030_1] occurs. 
NotCoExistence(01_HOOFD_530:01_HOOFD_110_0),0.001,0.9627851,1,0.037214875,In variant 2 it is 3.7214875% more likely than variant1 that [01_HOOFD_530] and [01_HOOFD_110_0] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_130:08_AWB45_070_1a),0.003,0,0.037037037,0.037037037,In variant 2 it is 3.7037036% more likely than variant1 that if [01_HOOFD_130] occurs: also [08_AWB45_070_1a] occurs. 
RespondedExistence(01_HOOFD_061:08_AWB45_070_1a),0.006,0.04865772,0.011904762,0.036752958,In variant 1 it is 3.6752958% more likely than variant2 that if [01_HOOFD_061] occurs: also [08_AWB45_070_1a] occurs. 
RespondedExistence(01_HOOFD_110_2:08_AWB45_005),0.003,0.959799,0.99642855,0.036629558,In variant 2 it is 3.6629558% more likely than variant1 that if [01_HOOFD_110_2] occurs: also [08_AWB45_005] occurs. 
RespondedExistence(01_BB_540:01_BB_770),0.001,0.94814813,0.98458576,0.03643763,In variant 2 it is 3.643763% more likely than variant1 that if [01_BB_540] occurs: also [01_BB_770] occurs. 
NotSuccession(01_HOOFD_330:01_HOOFD_015),0.001,0.9916597,0.9553679,0.036291778,In variant 1 it is 3.6291778% more likely than variant2 that [01_HOOFD_330] is not followed by [01_HOOFD_015] and [01_HOOFD_015] is not preceded by [01_HOOFD_330]. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_492_2),0.001,0.03628118,0,0.03628118,In variant 1 it is 3.628118% more likely than variant2 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_492_2] occurs. 
NotSuccession(01_HOOFD_250_1:01_HOOFD_030_2),0.001,0.9954792,0.9592875,0.036191702,In variant 1 it is 3.6191702% more likely than variant2 that [01_HOOFD_250_1] is not followed by [01_HOOFD_030_2] and [01_HOOFD_030_2] is not preceded by [01_HOOFD_250_1]. 
NotCoExistence(01_HOOFD_515:01_HOOFD_530),0.001,0.9640371,1,0.03596288,In variant 2 it is 3.596288% more likely than variant1 that [01_HOOFD_515] and [01_HOOFD_530] do not occur in together in the same process instance. 
NotCoExistence(01_HOOFD_530:01_HOOFD_510_3),0.001,0.9640371,1,0.03596288,In variant 2 it is 3.596288% more likely than variant1 that [01_HOOFD_530] and [01_HOOFD_510_3] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_480:01_HOOFD_490_3a),0.001,0.037647057,0.001733102,0.035913955,In variant 1 it is 3.5913956% more likely than variant2 that if [01_HOOFD_480] occurs: also [01_HOOFD_490_3a] occurs. 
NotCoExistence(01_HOOFD_493:01_HOOFD_030_2),0.001,0.9591078,0.99487835,0.035770535,In variant 2 it is 3.5770535% more likely than variant1 that [01_HOOFD_493] and [01_HOOFD_030_2] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_430:01_HOOFD_030_1),0.004,0.9314421,0.96712804,0.035685956,In variant 2 it is 3.5685956% more likely than variant1 that if [01_HOOFD_430] occurs: also [01_HOOFD_030_1] occurs. 
NotCoExistence(01_HOOFD_530:01_HOOFD_065_0),0.001,0.9644495,1,0.035550475,In variant 2 it is 3.5550475% more likely than variant1 that [01_HOOFD_530] and [01_HOOFD_065_0] do not occur in together in the same process instance. 
NotCoExistence(01_HOOFD_530:01_HOOFD_510_4),0.001,0.96474737,1,0.03525263,In variant 2 it is 3.525263% more likely than variant1 that [01_HOOFD_530] and [01_HOOFD_510_4] do not occur in together in the same process instance. 
RespondedExistence(04_BPT_005:01_HOOFD_030_1),0.001,0.9501247,0.9850249,0.034900248,In variant 2 it is 3.4900248% more likely than variant1 that if [04_BPT_005] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_451),0.001,0.015912898,0.050724637,0.03481174,In variant 2 it is 3.481174% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_451] occurs. 
AlternateResponse(01_HOOFD_010:01_HOOFD_451),0.001,0.01584654,0.05060241,0.03475587,In variant 2 it is 3.4755871% more likely than variant1 that if [01_HOOFD_010] occurs: [01_HOOFD_451] will occur afterwards without any other occurrence of [01_HOOFD_010] in between. 
AtMostOne(01_HOOFD_490_1),0.001,0.99674267,0.96209913,0.03464353,In variant 1 it is 3.464353% more likely than variant2 that [01_HOOFD_490_1] may occur at most one time in a process instance. 
Participation(01_HOOFD_451),0.001,0.01584654,0.050480768,0.03463423,In variant 2 it is 3.4634228% more likely than variant1 that [01_HOOFD_451] occurs in every process instance. 
NotSuccession(01_HOOFD_330:01_HOOFD_030_2),0.001,0.99558693,0.96095717,0.034629762,In variant 1 it is 3.4629762% more likely than variant2 that [01_HOOFD_330] is not followed by [01_HOOFD_030_2] and [01_HOOFD_030_2] is not preceded by [01_HOOFD_330]. 
AlternatePrecedence(02_DRZ_010:01_HOOFD_815),0.001,0.9626168,0.99715906,0.034542263,In variant 2 it is 3.4542263% more likely than variant1 that if [01_HOOFD_815] occurs: [02_DRZ_010] occurred before it without any other occurrence of [01_HOOFD_815] in between. 
Precedence(01_HOOFD_015:01_HOOFD_490_5a),0.002,0.9971831,0.9628378,0.03434527,In variant 1 it is 3.434527% more likely than variant2 that if [01_HOOFD_490_5a] occurs: [01_HOOFD_015] occurred before it. 
AtMostOne(01_HOOFD_490_4),0.001,0.99455535,0.96028036,0.034274995,In variant 1 it is 3.4274995% more likely than variant2 that [01_HOOFD_490_4] may occur at most one time in a process instance. 
RespondedExistence(01_HOOFD_490_2:01_HOOFD_030_1),0.004,0.9318707,0.9661017,0.034231007,In variant 2 it is 3.4231007% more likely than variant1 that if [01_HOOFD_490_2] occurs: also [01_HOOFD_030_1] occurs. 
AlternatePrecedence(02_DRZ_010:01_HOOFD_814),0.001,0.962963,0.99715906,0.03419608,In variant 2 it is 3.4196079% more likely than variant1 that if [01_HOOFD_814] occurs: [02_DRZ_010] occurred before it without any other occurrence of [01_HOOFD_814] in between. 
RespondedExistence(01_HOOFD_195:01_HOOFD_030_1),0.001,0.9544304,0.98844886,0.034018457,In variant 2 it is 3.4018457% more likely than variant1 that if [01_HOOFD_195] occurs: also [01_HOOFD_030_1] occurs. 
NotCoExistence(01_HOOFD_492_1:01_HOOFD_110_2),0.003,0.96634614,1,0.033653855,In variant 2 it is 3.3653855% more likely than variant1 that [01_HOOFD_492_1] and [01_HOOFD_110_2] do not occur in together in the same process instance. 
NotCoExistence(01_HOOFD_110_2:01_HOOFD_492_2),0.003,0.96634614,1,0.033653855,In variant 2 it is 3.3653855% more likely than variant1 that [01_HOOFD_110_2] and [01_HOOFD_492_2] do not occur in together in the same process instance. 
AlternateResponse(01_HOOFD_015:01_HOOFD_451),0.001,0.01584654,0.049457178,0.03361064,In variant 2 it is 3.3610637% more likely than variant1 that if [01_HOOFD_015] occurs: [01_HOOFD_451] will occur afterwards without any other occurrence of [01_HOOFD_015] in between. 
RespondedExistence(01_HOOFD_480:01_HOOFD_030_1),0.007,0.9317647,0.96533793,0.03357321,In variant 2 it is 3.357321% more likely than variant1 that if [01_HOOFD_480] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_490_3a),0.001,0.0360036,0.002541296,0.033462305,In variant 1 it is 3.3462305% more likely than variant2 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_490_3a] occurs. 
RespondedExistence(01_HOOFD_811:06_VD_060_4),0.006,0.04,0.007272727,0.03272727,In variant 1 it is 3.272727% more likely than variant2 that if [01_HOOFD_811] occurs: also [06_VD_060_4] occurs. 
RespondedExistence(01_HOOFD_490_5a:06_VD_060_4),0.005,0.03943662,0.006756757,0.032679863,In variant 1 it is 3.2679863% more likely than variant2 that if [01_HOOFD_490_5a] occurs: also [06_VD_060_4] occurs. 
NotCoExistence(01_HOOFD_061:01_HOOFD_530),0.001,0.96787566,1,0.03212434,In variant 2 it is 3.212434% more likely than variant1 that [01_HOOFD_061] and [01_HOOFD_530] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_020:01_HOOFD_490_3a),0.001,0.03433836,0.002415459,0.0319229,In variant 1 it is 3.1922898% more likely than variant2 that if [01_HOOFD_020] occurs: also [01_HOOFD_490_3a] occurs. 
Participation(01_HOOFD_490_3a),0.001,0.034195162,0.002403846,0.031791314,In variant 1 it is 3.1791315% more likely than variant2 that [01_HOOFD_490_3a] occurs in every process instance. 
AlternateResponse(01_HOOFD_010:01_HOOFD_490_3a),0.001,0.034195162,0.002409639,0.031785525,In variant 1 it is 3.1785526% more likely than variant2 that if [01_HOOFD_010] occurs: [01_HOOFD_490_3a] will occur afterwards without any other occurrence of [01_HOOFD_010] in between. 
AlternateResponse(01_HOOFD_015:01_HOOFD_490_3a),0.001,0.034195162,0.002412545,0.031782616,In variant 1 it is 3.1782615% more likely than variant2 that if [01_HOOFD_015] occurs: [01_HOOFD_490_3a] will occur afterwards without any other occurrence of [01_HOOFD_015] in between. 
Response(01_HOOFD_250_1:01_HOOFD_492_1),0.001,0.031746034,0,0.031746034,In variant 1 it is 3.1746035% more likely than variant2 that if [01_HOOFD_250_1] occurs: [01_HOOFD_492_1] will occur afterwards. 
NotSuccession(01_HOOFD_490_4:01_HOOFD_110_2),0.003,0.9879102,0.9562363,0.03167391,In variant 1 it is 3.1673908% more likely than variant2 that [01_HOOFD_490_4] is not followed by [01_HOOFD_110_2] and [01_HOOFD_110_2] is not preceded by [01_HOOFD_490_4]. 
AlternatePrecedence(01_HOOFD_020:01_HOOFD_110_0),0.008,0.95689654,0.9884393,0.031542778,In variant 2 it is 3.1542778% more likely than variant1 that if [01_HOOFD_110_0] occurs: [01_HOOFD_020] occurred before it without any other occurrence of [01_HOOFD_110_0] in between. 
RespondedExistence(01_HOOFD_193:01_HOOFD_030_1),0.001,1,0.96875,0.03125,In variant 1 it is 3.125% more likely than variant2 that if [01_HOOFD_193] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_510_1:01_HOOFD_030_1),0.007,0.9340782,0.9652568,0.031178594,In variant 2 it is 3.1178594% more likely than variant1 that if [01_HOOFD_510_1] occurs: also [01_HOOFD_030_1] occurs. 
NotSuccession(01_HOOFD_450:01_HOOFD_040),0.002,0.9977169,0.96666664,0.031050265,In variant 1 it is 3.1050265% more likely than variant2 that [01_HOOFD_450] is not followed by [01_HOOFD_040] and [01_HOOFD_040] is not preceded by [01_HOOFD_450]. 
RespondedExistence(01_HOOFD_330:01_HOOFD_451),0.001,0.01668653,0.047694754,0.031008223,In variant 2 it is 3.1008222% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_HOOFD_451] occurs. 
RespondedExistence(01_HOOFD_490_5a:01_HOOFD_492_2),0.002,0.030985916,0,0.030985916,In variant 1 it is 3.0985916% more likely than variant2 that if [01_HOOFD_490_5a] occurs: also [01_HOOFD_492_2] occurs. 
RespondedExistence(01_HOOFD_490_1:01_HOOFD_030_1),0.006,0.9359392,0.9664723,0.030533135,In variant 2 it is 3.0533135% more likely than variant1 that if [01_HOOFD_490_1] occurs: also [01_HOOFD_030_1] occurs. 
NotCoExistence(01_HOOFD_110_2:01_HOOFD_110),0.005,0.9528302,0.9830508,0.030220628,In variant 2 it is 3.0220628% more likely than variant1 that [01_HOOFD_110_2] and [01_HOOFD_110] do not occur in together in the same process instance. 
RespondedExistence(01_HOOFD_480:01_HOOFD_465),0.001,0.011764706,0.041594453,0.029829748,In variant 2 it is 2.9829748% more likely than variant1 that if [01_HOOFD_480] occurs: also [01_HOOFD_465] occurs. 
NotSuccession(01_HOOFD_490_5a:01_HOOFD_061),0.001,0.99671054,0.9670886,0.029621959,In variant 1 it is 2.9621959% more likely than variant2 that [01_HOOFD_490_5a] is not followed by [01_HOOFD_061] and [01_HOOFD_061] is not preceded by [01_HOOFD_490_5a]. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_451),0.001,0.01620162,0.045743328,0.029541707,In variant 2 it is 2.9541707% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_451] occurs. 
RespondedExistence(01_HOOFD_490_4:01_HOOFD_492_2),0.001,0.029038113,0,0.029038113,In variant 1 it is 2.9038112% more likely than variant2 that if [01_HOOFD_490_4] occurs: also [01_HOOFD_492_2] occurs. 
AlternateResponse(01_HOOFD_030_2:01_HOOFD_451),0.001,0.017094018,0.04609475,0.029000731,In variant 2 it is 2.900073% more likely than variant1 that if [01_HOOFD_030_2] occurs: [01_HOOFD_451] will occur afterwards without any other occurrence of [01_HOOFD_030_2] in between. 
RespondedExistence(01_HOOFD_491:01_HOOFD_492_1),0.001,0.028985508,0,0.028985508,In variant 1 it is 2.8985507% more likely than variant2 that if [01_HOOFD_491] occurs: also [01_HOOFD_492_1] occurs. 
RespondedExistence(01_HOOFD_491:01_HOOFD_492_2),0.001,0.028985508,0,0.028985508,In variant 1 it is 2.8985507% more likely than variant2 that if [01_HOOFD_491] occurs: also [01_HOOFD_492_2] occurs. 
RespondedExistence(01_HOOFD_061:10_UOV_050_1),0.002,0.02852349,0,0.02852349,In variant 1 it is 2.852349% more likely than variant2 that if [01_HOOFD_061] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(01_HOOFD_030_2:01_HOOFD_491a),0.001,0.029439695,0.00128041,0.028159285,In variant 1 it is 2.8159285% more likely than variant2 that if [01_HOOFD_030_2] occurs: also [01_HOOFD_491a] occurs. 
RespondedExistence(01_HOOFD_380:01_HOOFD_030_1),0.01,0.9363538,0.9641834,0.027829587,In variant 2 it is 2.7829587% more likely than variant1 that if [01_HOOFD_380] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_330:01_HOOFD_030_1),0.006,0.954708,0.98251194,0.027803957,In variant 2 it is 2.7803957% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_HOOFD_030_1] occurs. 
NotSuccession(01_HOOFD_480:01_HOOFD_030_2),0.001,0.99651873,0.96878904,0.02772969,In variant 1 it is 2.772969% more likely than variant2 that [01_HOOFD_480] is not followed by [01_HOOFD_030_2] and [01_HOOFD_030_2] is not preceded by [01_HOOFD_480]. 
NotSuccession(01_HOOFD_450:01_HOOFD_120),0.005,0.9903582,0.962963,0.027395189,In variant 1 it is 2.739519% more likely than variant2 that [01_HOOFD_450] is not followed by [01_HOOFD_120] and [01_HOOFD_120] is not preceded by [01_HOOFD_450]. 
AlternateResponse(01_HOOFD_490_4:01_HOOFD_492_1),0.001,0.027223231,0,0.027223231,In variant 1 it is 2.7223232% more likely than variant2 that if [01_HOOFD_490_4] occurs: [01_HOOFD_492_1] will occur afterwards without any other occurrence of [01_HOOFD_490_4] in between. 
RespondedExistence(01_HOOFD_250_2:01_HOOFD_030_1),0.005,0.96825397,0.99511003,0.026856065,In variant 2 it is 2.6856065% more likely than variant1 that if [01_HOOFD_250_2] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_250_1:01_HOOFD_030_1),0.006,0.96825397,0.99511003,0.026856065,In variant 2 it is 2.6856065% more likely than variant1 that if [01_HOOFD_250_1] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_061:01_HOOFD_492_2),0.001,0.026845638,0,0.026845638,In variant 1 it is 2.6845639% more likely than variant2 that if [01_HOOFD_061] occurs: also [01_HOOFD_492_2] occurs. 
AlternateResponse(01_HOOFD_061:01_HOOFD_492_1),0.001,0.026845638,0,0.026845638,In variant 1 it is 2.6845639% more likely than variant2 that if [01_HOOFD_061] occurs: [01_HOOFD_492_1] will occur afterwards without any other occurrence of [01_HOOFD_061] in between. 
RespondedExistence(01_BB_775:01_HOOFD_491a),0.001,0.028571429,0.002915452,0.025655977,In variant 1 it is 2.5655978% more likely than variant2 that if [01_BB_775] occurs: also [01_HOOFD_491a] occurs. 
Precedence(01_HOOFD_200:01_HOOFD_250),0.008,0.974359,1,0.025641024,In variant 2 it is 2.5641024% more likely than variant1 that if [01_HOOFD_250] occurs: [01_HOOFD_200] occurred before it. 
RespondedExistence(01_HOOFD_480:01_HOOFD_451),0.001,0.005882353,0.03119584,0.025313487,In variant 2 it is 2.5313487% more likely than variant1 that if [01_HOOFD_480] occurs: also [01_HOOFD_451] occurs. 
RespondedExistence(01_HOOFD_480:10_UOV_050_1),0.003,0.011764706,0.036395147,0.024630442,In variant 2 it is 2.4630442% more likely than variant1 that if [01_HOOFD_480] occurs: also [10_UOV_050_1] occurs. 
Precedence(01_HOOFD_811:01_HOOFD_490_4),0.001,0.003629764,0.028037382,0.024407618,In variant 2 it is 2.4407618% more likely than variant1 that if [01_HOOFD_490_4] occurs: [01_HOOFD_811] occurred before it. 
NotSuccession(01_HOOFD_490_3:01_HOOFD_811),0.001,0.9756637,1,0.024336278,In variant 2 it is 2.4336278% more likely than variant1 that [01_HOOFD_490_3] is not followed by [01_HOOFD_811] and [01_HOOFD_811] is not preceded by [01_HOOFD_490_3]. 
